Flaschen ID,y_hat
368,52.67560376025932
369,50.78409765078803
370,50.95319748759934
371,27.542095329222665
372,27.26885401794176
373,28.212685874552438
374,28.459287925698778
375,27.196534136806545
376,27.878463717013563
377,28.21163325579006
378,27.832332192729293
379,27.86010312326456
380,28.325990068853276
381,28.500775662248966
382,28.52806101311266
383,28.483277885291432
384,28.00209824590866
385,27.38964690060895
386,28.358317914044388
387,27.575525476507057
388,28.827057391323596
389,28.60536138508756
390,26.400929515457197
391,28.61993515651297
392,26.993512489718146
393,27.812609639793767
394,28.36857470053089
395,28.03070203367351
396,52.088374057959044
397,51.7607203063521
398,52.4934073304068
399,51.59292194446353
400,52.429775232694055
401,51.69444106935012
402,52.28675591437698
403,52.17038548463093
404,50.267091590100065
405,52.759014143135786
406,52.28661665715454
407,53.65822454091321
408,51.81890599749394
409,51.69193182460687
410,51.56260889402594
411,53.594663427529554
412,50.86255555432402
413,52.24369160887967
414,51.01438994953631
415,51.82113191106542
416,52.09434484072804
417,28.53875026546901
418,28.813947346185177
419,28.28039912262108
420,29.370128840505625
421,29.534047458634983
422,28.457479362244012
423,29.385105764545695
424,28.794628533001298
425,28.660915555359043
426,29.333457708883078
427,28.654789601003824
428,29.382359929785327
429,28.53216949645869
430,29.364618385802874
431,27.69353574424323
432,29.086307864834385
433,28.50264441333613
434,28.38886110985086
435,28.723335098705245
436,28.85071342699492
437,29.60485900087615
438,28.143948622760316
439,51.514189520024345
440,51.86130262390111
441,50.890362669540465
469,52.959788315619974
470,52.26933375585426
471,51.83814167154186
472,50.739494080772175
473,52.72531690469556
474,52.11357205537571
475,52.88970387625325
476,51.52733262385436
477,51.87369347064579
478,52.411669497974884
479,52.315409976040456
480,52.11260008119818
481,52.623485517297865
482,51.737322510091076
483,51.495627750347865
484,51.59752508807364
485,51.732540319939986
486,51.22401454784615
487,51.502538135492685
488,51.42635054587387
489,28.855310796967824
490,29.615433598134803
491,29.181467715683088
492,29.343123081943762
493,29.406546429419105
494,28.949263259599153
495,29.171808907260132
496,29.583922072813518
497,28.58371704139923
498,28.34466400680707
499,29.273253623447193
500,28.506596909772927
501,29.096040450301512
502,29.393687505504243
503,29.015659880315535
504,28.54713477266716
505,29.65612840733117
506,30.124206235325854
507,28.707155388969543
508,29.74722384628456
509,28.852118067258598
510,29.689142172917133
511,28.68906240290784
512,27.894771575321226
513,29.615424170299686
514,29.038662343480535
515,28.857491397391993
516,28.239451714767885
517,4.833702035909205
518,4.777442771545239
519,5.223950832532427
520,5.173100131084205
521,5.323826015150868
522,28.498928698695156
523,27.60026406951088
524,26.88493745367739
525,28.763551603032898
526,28.38479612386234
527,28.208128102658808
528,26.8757977443915
529,27.937952408604186
530,27.702531850207823
531,27.720578763877324
532,27.55027698137034
533,28.375503295636637
534,28.524238791010465
535,28.466468982876503
536,28.034278634570544
537,29.024449600145307
538,27.793667457579527
539,26.812217987456133
540,28.69751477402824
541,27.517242733364196
542,27.753121331868012
543,28.527851246599166
544,27.882667363492263
545,27.530811304200295
546,27.521523968579668
547,28.274478626955474
548,28.014811615145963
549,28.72261253588844
550,26.635614776993503
551,51.919207437003266
552,52.163511845071895
553,51.74202389261153
554,51.48696582004224
555,51.067859186896555
556,52.213702553609565
557,52.2413593198269
558,52.29581701984843
559,52.73525320184193
560,51.695709645296375
561,51.87644435544257
562,51.834047443589256
563,52.76923692563042
564,52.559127022833536
565,51.82305501053101
566,51.80548595788771
567,52.575408112894124
568,52.435049767752474
569,52.13716315364975
570,51.43723804749065
571,52.095250938569464
572,28.321075648643248
573,29.99924278930214
574,29.831935535582648
575,29.388396623769903
576,28.67799426672831
577,28.60772785444156
578,30.057486186803548
579,28.180359509217173
580,29.52772625249104
581,28.611553822452752
582,28.34012088758959
583,27.90672970643691
584,29.162612766022473
585,28.99538294645647
586,29.328592814442526
587,29.857751508074035
588,28.468515727911676
589,28.686642800366034
590,29.20980648341556
591,29.223830101106262
592,28.275735716285734
593,28.972677682879617
594,51.89052068614808
595,51.660421127178566
596,52.89113985453369
597,51.43308435832239
598,52.47043020823993
599,28.63012671737877
600,27.22820125040374
601,28.396361851357202
602,27.26938402622069
603,29.001992084268313
604,27.052943699465256
605,27.851749318043534
606,28.177134822901525
607,28.18133309866702
608,27.88211055028258
609,28.18512775136372
610,28.01295828419857
611,28.360193836288783
612,27.279448066243507
613,27.799403098871455
614,28.595809621556764
615,28.701497006745743
616,28.51151925041636
617,27.761452505701538
618,28.056500616884666
619,27.906692584385656
620,27.542497024214658
621,29.195105499106635
622,27.901233502666063
623,28.53498679254881
624,51.747440048587805
625,51.648858634028116
626,51.254766824446136
627,51.50812690705331
628,51.80133861245771
629,51.374408494344195
630,51.468585718571816
631,51.814361992626814
632,51.280151102165135
633,50.82204644187371
634,51.06326310801175
635,51.377955926198624
636,51.69139959892421
637,52.35456193564164
638,50.48797898462776
639,52.554292140748814
640,51.62492870244381
641,50.71416506089824
